Chromosome	Chromosome_Coord	FC_FWvsOC
groupVIII	17244139	1.091039957
groupXI	12851357	1.069783787
groupXV	15985359	0.947108874
groupIII	1133489	1.07963456
groupXVIII	15502587	1.523730403
groupXIII	16273987	1.436770946
groupXII	18262200	0.997727149
groupXV	15998414	1.09149067
groupXX	16083891	1.028280251
groupI	17346872	1.066155074
groupXII	18268332	1.082766121
groupXVIII	15542835	1.214379966
groupI	17357476	0.944909619
groupIII	1161505	0.878819729
groupXX	16111052	0.97420662
groupXV	16010624	0.722277452
groupVIII	17249815	1.086940536
groupXIX	17536781	0.881942637
groupXVIII	15548285	0.969213203
groupXIII	16289998	0.918095478
groupXII	18278751	0.988777529
groupI	17364758	1.035690952
groupXX	16114348	1.270987289
groupXX	16119355	2.026080705
groupXI	12857323	1.015055632
groupVIII	17257860	1.08196848
groupXX	16122801	1.067738492
groupXIX	17540761	1.083355287
groupXV	16027482	1.147538971
groupXIX	17561073	0.86252836
groupXIII	16295633	0.953852364
groupXII	18295016	1.066031257
groupXI	12861052	0.976559089
groupXX	16130115	0.924488766
groupXIII	16297102	1.065368053
groupVIII	17284686	1.036858456
groupXV	16057878	1.13111245
groupXIII	16307935	0.877619555
groupXVIII	15553904	1.022249825
groupXII	18303694	1.027243036
groupXIX	17602776	1.207678485
groupXI	12863975	0.661768004
groupIII	1167352	1.094732564
groupVIII	17303727	0.979440723
groupXI	12874332	1.213634481
groupXIII	16315289	0.936100586
groupXIX	17605237	0.946889826
groupXII	18324254	0.899299498
groupXVIII	15588706	0.916460127
groupXIX	17607295	1.175530178
groupXI	12964497	0.923287335
groupI	17373253	1.111458271
groupI	17392151	0.672418148
groupXX	16137444	1.286317872
groupXVIII	15599150	0.93737966
groupXIX	17612666	0.843980965
groupXV	16165850	1.083924208
groupI	17427081	1.232194107
groupIII	1172855	0.934351759
groupIII	1205734	1.060748441
groupXVIII	15601813	0.988971604
groupXVIII	15641379	1.233829393
groupIII	1240487	1.068158894
groupXV	16192373	1.223294973
groupXIX	17666846	0.842705601
groupXV	16195843	0.92257305
groupVIII	17349487	0.869542496
groupXX	16182712	0.990741757
groupXIII	16321206	1.156568926
groupI	17442082	0.985573207
groupI	17447952	1.023236063
groupVIII	17357176	0.938478444
groupXIII	16324551	0.646795572
groupXIX	17793256	1.065477921
groupXVIII	15664195	0.89065785
groupXIX	17811346	1.059686029
groupXX	16211396	0.961765043
groupIII	1331967	0.862781988
groupXVIII	15667986	0.932188479
groupIII	1354118	0.997028635
groupI	17460599	1.251754939
groupXX	16245996	1.42634718
groupXVIII	15683439	1.015765389
groupVIII	17372376	1.488428617
groupIII	1374201	1.376367693
groupVIII	17375645	1.586379773
groupVIII	17383399	1.323699474
groupXIII	16331058	0.893916031
groupIII	1401010	0.825238662
groupXVIII	15695670	1.036186396
groupIII	1448107	0.747412769
groupXIII	16365942	0.853177706
groupVIII	17393989	1.165791321
groupI	18033275	0.948773638
groupI	18041723	1.042788806
groupXVIII	15708229	1.331361885
groupXVIII	15732551	0.909643481
groupVIII	17398083	1.040006355
groupXIII	16384018	0.919234189
groupXIX	17816592	1.147661785
groupXI	13033767	0.956180824
groupXIII	16399768	1.029175141
groupXVIII	15743567	1.567322201
groupI	18050056	0.965646028
groupXIII	16413265	0.945049352
groupI	18063603	1.168105333
groupVIII	17401894	1.121588423
groupIII	1494130	1.363380037
groupXIX	17823328	0.936071237
groupXIII	16418016	0.982250227
groupXVIII	15752712	1.064659813
groupXI	13039135	0.671304377
groupI	18085444	1.291559841
groupXI	13043830	0.963404307
groupI	18100931	1.437550059
groupVIII	17407264	1.009737734
groupXVIII	15762772	0.966238665
groupI	18164271	0.893373521
groupXI	13052435	1.161482874
groupXIX	17836506	0.809614418
groupI	18206684	1.598001712
groupIII	1509646	1.127106914
groupXIII	16432743	0.896809164
groupXX	16254920	1.287833264
groupXVIII	15766828	1.048249039
groupXIX	17867603	1.073722413
groupI	18234438	0.960119303
groupXIII	16437210	1.014493948
groupXIX	17898381	1.133939794
groupIII	1513970	1.330888452
groupI	18264347	0.937945099
groupXIX	17906223	1.429021274
groupI	18331920	0.898427468
groupXIX	17928145	1.199477543
groupXIX	17953023	0.963715572
groupXI	13143447	0.928793716
groupXIII	16442009	0.863275549
groupXIX	18008902	0.819694238
groupI	18370460	1.353720514
groupVIII	17412456	1.093897192
groupXIX	18017472	0.928640435
groupXVIII	15787258	0.843989912
groupVIII	17420778	0.712819638
groupXX	16303110	1.274747096
groupXI	13195299	1.392567109
groupI	18384760	1.067590885
groupXX	16318506	0.825516239
groupVIII	17430787	0.940388247
groupXI	13222555	1.471285903
groupXX	16346730	1.259103156
groupXIX	18026859	0.947758558
groupXVIII	15794208	1.199228972
groupXIII	16512401	0.732822205
groupI	18407986	0.559912713
groupIII	1591838	1.120672701
groupXIX	18041951	1.022773036
groupXI	13276406	0.967344981
groupXVIII	15803071	0.949536668
groupXIII	16538220	1.075922068
groupVIII	17441112	1.065820244
groupIII	1605106	0.536991207
groupVIII	17447331	0.861917016
groupXVIII	15811040	0.864231002
groupVIII	17458140	0.755118073
groupXIX	18137955	0.968048403
groupI	18427710	2.730447483
groupI	18460570	0.967323997
groupVIII	17463513	1.28084338
groupVIII	17470678	0.279947912
groupXVIII	15820709	0.930643262
groupXVIII	15827757	0.954141743
groupXIX	18250703	0.90793563
groupXIII	16602190	1.004597399
groupXVIII	15862433	1.149113839
groupI	18489502	0.929770114
groupXIX	18283344	1.042010105
groupXI	13282695	0.545301493
groupXVIII	15890040	1.227843538
groupXI	13286771	0.98705678
groupI	18503660	0.98934229
groupXX	16354147	0.827293253
groupI	18522660	0.950034665
groupXIII	16615847	0.949117018
groupXX	16356708	0.848003254
groupXX	16360837	1.168169741
groupXIX	18291888	0.859379383
groupI	18576531	1.072660106
groupXVIII	15934608	0.611932335
groupXVIII	15958388	0.748772645
groupXX	16566985	0.978100523
groupXI	13300928	0.664302047
groupXX	16645453	1.003872928
groupI	18606918	1.043972848
groupXVIII	15973273	1.119797177
groupXVIII	15975360	0.963137595
groupXIX	18310863	1.186214428
groupXVIII	15978107	0.970427081
groupXX	16657857	1.27963281
groupVIII	17476772	1.011013433
groupXI	13317590	1.152330958
groupXI	13321949	1.017973846
groupI	18750187	0.804144781
groupVIII	17488359	0.790389148
groupXVIII	15987970	0.967983446
groupXVIII	16003078	1.013300569
groupXI	13331866	1.082011064
groupVIII	17549713	1.133904349
groupXIII	16641193	1.427858055
groupIII	1619931	0.898584639
groupXIII	16648684	0.80854636
groupXX	16697461	0.907791804
groupVIII	17569347	1.199733794
groupXX	16734851	0.67528576
groupXI	13336945	0.933594203
groupIII	1626899	0.78845143
groupXIII	16656146	1.441438586
groupXX	16825199	0.691208676
groupXI	13341413	0.962576148
groupXIX	18486394	0.926242341
groupVIII	17576590	1.080668207
groupI	19493446	1.22796606
groupXIII	16715498	0.9240031
groupXX	16881799	0.908233033
groupXIX	18490629	1.056335074
groupVIII	17588164	0.96028755
groupI	19521051	0.712993113
groupXX	16911572	0.443856209
groupIII	1632822	1.222134241
groupXI	13345904	0.918314363
groupXIX	18571657	1.20008873
groupXVIII	16010754	0.913791435
groupXI	13348588	0.770116797
groupIII	1637857	1.697727039
groupXI	13359036	1.138716105
groupVIII	17666979	0.646724203
groupXIX	18632989	1.555457105
groupXIX	18636614	1.860920056
groupI	19550369	0.921595446
groupVIII	17682390	0.948146198
groupIII	1642299	0.973945088
groupXX	16926589	0.308895071
groupXI	13369885	1.070117443
groupI	19568330	0.841482706
groupXIII	16748418	1.716848916
groupXIX	18669520	1.191003305
groupVIII	17691106	1.500065342
groupVIII	17705392	1.08872187
groupXIX	18716059	1.002512561
groupXIII	16751978	0.980933471
groupXX	16928977	1.035403315
groupI	19586591	0.823937524
groupXIII	16764099	1.17717006
groupXX	16933768	0.87319841
groupXVIII	16061130	1.198218081
groupXIX	18727599	1.039056308
groupXX	16948217	1.048621331
groupVIII	17712621	0.98515335
groupXIII	16778845	0.844312461
groupXIII	16795545	1.276529262
groupXIII	16808895	1.064752893
groupIII	1648843	0.854273163
groupI	19612336	1.056619187
groupXVIII	16066147	1.070156679
groupXIII	16829527	0.95750867
groupIII	1655050	0.36525745
groupI	19634545	1.432138964
groupXX	16959030	0.799351649
groupXIII	16837002	1.527040461
groupXIX	18736947	0.969940871
groupXVIII	16074003	0.933796095
groupXI	13377118	1.084276351
groupXI	13387447	1.062848705
groupXVIII	16082293	0.876846691
groupXX	16966817	1.00195483
groupXIII	16845504	1.241729784
groupXX	16974473	0.86848304
groupXX	17181035	1.057335865
groupVIII	17719836	0.929784671
groupI	19686726	0.982389688
groupXIX	18744118	0.857657138
groupXIII	16852386	1.253739194
groupXX	17198831	1.055622907
groupXIII	16863720	0.840601946
groupXIX	18748697	1.513395051
groupXI	13401567	1.063528661
groupI	19766943	1.078460624
groupXIII	16879633	0.976762012
groupXX	17225867	1.180460638
groupXX	17257067	0.814518971
groupXIX	18758401	0.928805794
groupXI	13413187	1.017491954
groupXIX	18765924	0.956316787
groupXIII	16902873	1.201024246
groupVIII	17724272	0.95616462
groupXVIII	16097693	0.924521006
groupVIII	17736847	0.952691397
groupI	19908649	0.935661765
groupXIII	17238881	0.946452129
groupXIX	18770689	0.780673349
groupIII	1653237	0.751500589
groupIII	1669979	1.072505765
groupI	19966089	0.96407349
groupXIII	17247229	2.715422035
groupI	19972396	1.035124819
groupXIX	18808261	0.942560691
groupXIII	17255952	0.846898132
groupXVIII	16120529	1.103583456
groupXX	17263849	0.989825328
groupIII	1693330	1.16867142
groupXX	17271782	0.95150806
groupXI	13418289	1.169811749
groupXIX	18822310	0.375012956
groupI	19977071	0.954631542
groupXI	13426753	0.930495278
groupI	19980213	1.782737189
groupVIII	17757247	0.85829961
groupI	20000401	0.881431822
groupXIX	18832087	1.095277679
groupIII	1716647	0.922733293
groupXIII	17265748	1.218949143
groupXIII	17268299	1.239597809
groupIII	1727381	1.303975575
groupXX	17290683	1.018676709
groupI	20041415	1.1236369
groupXX	17303135	0.919594036
groupXI	13434877	1.196976282
groupI	20043775	1.010394596
groupVIII	17765627	0.926620931
groupXX	17330101	0.819947141
groupI	20047551	1.072092619
groupXIII	17273108	0.880582586
groupVIII	17784263	0.954703214
groupXX	17341279	0.859142174
groupXX	17347122	0.850620988
groupXX	17382401	0.944407691
groupXIII	17279795	0.743028485
groupIII	1963853	1.091844689
groupXVIII	16127899	0.998312882
groupXIII	17289276	1.198208494
groupIII	1966621	1.099610828
groupXI	13444738	1.01293445
groupXVIII	16163619	1.515262885
groupXI	13486999	1.11889548
groupXIII	17296300	1.001677354
groupXI	13492469	1.441593898
groupXIII	17303966	1.163749509
groupXIX	18864342	0.980594309
groupXVIII	16173505	0.658282686
groupXIX	18876423	1.10825824
groupXI	13502354	1.134607564
groupXX	17395417	0.706431384
groupXIX	18908874	0.995102021
groupVIII	17925333	1.121204218
groupIII	1972915	1.432222882
groupI	20054602	1.069684421
groupXIX	18957208	0.828183002
groupXVIII	16185813	1.097450667
groupXVIII	16193273	0.665234655
groupXIX	18975118	1.085324812
groupXVIII	16201462	0.725427977
groupVIII	17946385	1.285025898
groupXI	13511239	0.899620116
groupXIX	18983170	1.662562803
groupXIII	17314203	0.929269085
groupVIII	17950567	0.976457913
groupXVIII	16211737	0.762421529
groupXX	17401874	0.933129243
groupXIII	17322503	0.582551838
groupXIX	19003764	1.05423433
groupXX	17407864	1.52547992
groupXIX	19091039	1.08751739
groupXVIII	16226447	0.82537793
groupXVIII	16242178	2.013947914
groupIII	2033635	0.980462685
groupXIX	19457819	1.047009119
groupXIII	17332315	1.253320116
groupVIII	17962535	0.927468236
groupXIII	17339384	2.909199289
groupXVIII	16251324	0.764048325
groupXVIII	16263204	0.845052599
groupIII	2067457	1.163687497
groupXIII	17345969	1.169752049
groupI	20060369	0.992823427
groupXVIII	16274054	2.83416509
groupIII	2094559	1.378803088
groupXIX	19497311	1.071456637
groupI	20080027	0.808807561
groupXI	13520289	1.358949738
groupXIII	17363826	1.001600562
groupXIX	19521648	0.898078785
groupI	20116317	0.70777754
groupIII	2100645	1.181026132
groupXIII	17380276	0.967291169
groupVIII	17977214	1.131939172
groupXI	13560143	1.222986992
groupXIII	17390764	0.871171197
groupXIX	19530466	1.074511995
groupXI	13571372	1.029307911
groupXIX	19543056	1.014402174
groupI	20143841	1.269411729
groupVIII	17983985	1.615115471
groupVIII	17992828	1.407866278
groupVIII	18004004	1.128052435
groupVIII	18012080	0.984871255
groupXI	13585118	1.113315589
groupIII	2131566	1.021688276
groupIII	2139342	1.236718726
groupVIII	18019779	1.367715047
groupXIX	19555540	0.995047336
groupVIII	18024489	1.185048918
groupI	20164000	0.959490278
groupXIX	19561119	0.980783001
groupXI	13610307	1.182328837
groupIII	2175629	0.956469464
groupXIX	19588317	1.016836136
groupVIII	18027829	0.670447858
groupXX	17702511	0.888128582
groupVIII	18031906	1.116945453
groupIII	2185735	1.063272449
groupXIX	19617385	1.132198787
groupXI	13634451	1.073705864
groupXIII	17406585	1.191471452
groupXX	17724573	0.677043464
groupI	20186097	0.952506252
groupVIII	18035737	0.617164439
groupXI	13640805	1.302685904
groupXI	13642945	1.300516531
groupXI	13644811	0.7411322
groupXIII	17423290	0.765225173
groupXX	17736872	0.979719118
groupXI	13646801	0.594689899
groupI	20207112	0.917833239
groupXX	17745077	0.821767119
groupXIII	17429181	0.746778228
groupIII	2188755	0.984024395
groupXI	13651956	0.921285289
groupXIX	19633242	1.064075985
groupI	20214299	1.402211471
groupXX	17746232	0.917140625
groupIII	2192105	0.651929883
groupXIII	17434500	1.186394736
groupXI	13655682	1.032328248
groupVIII	18042491	1.54715298
groupXI	13659761	1.144897594
groupXIX	19652341	1.200652624
groupXX	17769274	1.190514991
groupXIII	17439905	1.278101949
groupXIX	19661172	1.154806054
groupIII	2210996	1.585198825
groupI	20233885	1.074515851
groupXI	13661585	1.273741424
groupXX	17772587	1.909727832
groupXIII	17465898	1.379330706
groupXIX	19666489	0.695831475
groupXIII	17479340	1.642127097
groupXX	17776419	1.749020669
groupI	20236748	1.069966572
groupVIII	18050351	1.074754754
groupIII	2245826	0.835374376
groupI	20266220	1.226892336
groupXI	13662999	1.18338218
groupXIII	17506524	1.435307443
groupI	20431630	0.553884843
groupXX	17781207	1.095814141
groupII	53906	1.046548408
groupIII	2265322	0.928609143
groupXI	13669087	1.000796016
groupXIX	19750433	0.943610414
groupXX	17785286	1.343907899
groupI	20500168	0.935002823
groupI	20590785	0.211806656
groupXIII	17525743	0.880349233
groupII	141569	1.170615276
groupXIX	19760981	0.884402273
groupI	20604595	1.167166052
groupIII	2316383	0.868289809
groupIII	2363524	0.874273334
groupIII	2428762	1.009090478
groupXI	13674675	0.809562558
groupII	176854	1.188232506
groupXI	13698345	1.027181974
groupVIII	18063488	1.322713816
groupIII	2532794	0.924997769
groupI	20607325	1.046632425
groupXX	17791234	1.296036425
groupVIII	18066536	0.947532255
groupXX	17796829	1.091509507
groupXX	17814745	1.444003268
groupXX	17878058	1.157484097
groupII	203279	0.757323259
groupXI	13709890	0.930051633
groupI	20628253	1.304972826
groupXIII	17530287	0.916856476
groupXIX	19770148	0.847321646
groupXIX	19781968	0.812958735
groupVIII	18079736	1.086304507
groupXX	17891076	0.989853486
groupXX	17927415	0.816756271
groupXI	13716100	0.838383787
groupI	20642650	0.696229519
groupVIII	18140360	1.327705103
groupXIX	19801214	0.933857877
groupXIII	17577736	1.175982884
groupII	210293	1.08338389
groupVIII	18164276	0.970331177
groupXI	13719463	0.876989175
groupXIX	19825116	1.036225246
groupI	20681552	1.13753837
groupXIX	19861783	1.157841704
groupII	223493	1.298986013
groupXIII	17597712	0.992562344
groupXI	13721074	1.021698336
groupXIII	17612859	0.894864127
groupXI	13729635	0.82293446
groupI	20707080	1.022724044
groupVIII	18191122	0.946956603
groupXIII	17638243	1.082827222
groupXI	13772986	0.958684531
groupXI	13791569	0.826144334
groupXIX	19944743	0.771361764
groupVIII	18200036	1.025339168
groupXX	17932905	0.831304762
groupI	20725260	1.044539246
groupXX	17935584	0.927691972
groupXIII	17675790	3.284331841
groupXI	13808321	0.961987043
groupXI	13843182	2.406703926
groupVIII	18213333	1.349494795
groupXIII	17726364	1.13403114
groupIII	2693868	1.088029919
groupXX	17941661	0.990225041
groupXI	13865443	0.95561036
groupVIII	18221339	1.191686603
groupXX	17958101	1.731175843
groupI	20737754	1.16358847
groupI	20743522	1.132863592
groupXX	17993377	0.608461055
groupVIII	18235304	0.754335403
groupXI	14071184	0.925991816
groupXI	14077213	1.143111605
groupXIX	19992677	1.024604151
groupVIII	18247051	0.650685319
groupXX	18031547	1.311135972
groupIII	2742614	1.14836823
groupVIII	18268456	1.055229081
groupIII	2757855	0.992115386
groupXI	14084001	1.083073538
groupXIX	20017635	0.980886598
groupIII	2761439	0.982718356
groupXX	18046122	0.474210953
groupXI	14091996	0.97993381
groupXIII	17749647	1.114859722
groupVIII	18275365	0.879175205
groupXX	18075390	1.041828351
groupVIII	18283166	1.078140615
groupIII	2764830	0.942739946
groupXX	18100313	1.04395831
groupXI	14100791	0.641413804
groupXI	14123220	2.334632099
groupXIII	17751955	1.203245739
groupIII	2771399	1.029858218
groupI	20765861	0.776220177
groupI	20822513	0.540043443
groupXIII	17758030	1.085958912
groupXI	14166292	0.910958624
groupXIII	17763625	0.958403468
groupXX	18116584	1.033623783
groupIII	2803939	1.126302014
groupXX	18134951	1.012418656
groupVIII	18303560	1.025768879
groupIII	2810929	0.860038498
groupXIII	18007936	1.090754939
groupII	306622	1.036967386
groupXIX	20023585	1.334852538
groupIII	2828896	1.011077185
groupVIII	18315008	0.998386109
groupXIII	18082201	0.4374348
groupI	20840293	0.96992248
groupXX	18153632	1.002565286
groupXIII	18091537	0.976425215
groupXIX	20056109	0.892992532
groupXX	18166017	0.997431028
groupII	352589	1.175066418
groupI	20842931	1.080916958
groupXI	14266642	1.095420005
groupII	374777	0.925087085
groupXIX	20087528	1.07053669
groupI	20859050	1.528545197
groupII	380873	0.97126621
groupXIX	20104427	1.025240936
groupXIII	18098465	0.903272594
groupII	403839	0.565866382
groupIII	2867180	0.969546763
groupVIII	18340097	0.743047745
groupXIX	20133077	1.038193869
groupII	419244	0.634193912
groupXIII	18105159	0.779789801
groupXI	14282967	0.95426172
groupI	20883589	1.263332967
groupXIII	18111559	1.042861548
groupVIII	18359103	0.921449459
groupXI	14293448	1.149700384
groupXIII	18120431	1.034654903
groupIII	2880502	1.181890854
groupI	20908553	0.885174714
groupII	475976	0.50868839
groupXX	18181598	1.029094359
groupXIII	18124741	0.980632426
groupXIX	20155315	0.998485014
groupIII	2885335	1.085822148
